textOriginal,text_clean,label,split
"Cuma modal secuil bisa dapat untung segede gunung di 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕, luar biasa sekali!","Cuma modal secuil bisa dapat untung segede gunung di DORA77, luar biasa sekali!",1,train
tato doang badan dengdek,tato doang badan dengdek,0,train
"Pascol mending pick moskov aja daripada pick miya terus, tapi buildnya attack speed hahahahahahaha","Pascol mending pick moskov aja daripada pick miya terus, tapi buildnya attack speed hahahahahahaha",0,train
"Its okay rrqonek, next msc rematch again 😂","Its okay rrqonek, next msc rematch again 😂",0,train
"Smngat Ndut cuek, kurangin emosi nya ya","Smngat Ndut cuek, kurangin emosi nya ya",0,train
Kelemahan nya pascol ternyata ini. 😂😂😂,Kelemahan nya pascol ternyata ini. 😂😂😂,0,train
Wkwkwk SKYLAR TERTAWA BERBAHAGIA... MODYARRRR LU PEEE APEEEEE... 😂😂😂😂😂,Wkwkwk SKYLAR TERTAWA BERBAHAGIA... MODYARRRR LU PEEE APEEEEE... 😂😂😂😂😂,0,train
kau kalah kita senang ketua😂,kau kalah kita senang ketua😂,0,train
Suram memek yagesya,Suram memek yagesya,0,train
Lu punya masalah apa sih? GK jelas 🤣,Lu punya masalah apa sih? GK jelas 🤣,0,train
lucu bgt aku kamu 😭,lucu bgt aku kamu 😭,0,train
Ketika cyclop mabr sma miya😂,Ketika cyclop mabr sma miya😂,0,train
Bang kok gk perna review skin lagi bang😢,Bang kok gk perna review skin lagi bang😢,0,train
"Bener, debby ceper juga gak asik diliat nya","Bener, debby ceper juga gak asik diliat nya",0,train
"Eh salah tim njir😂, yg improve itu navi bukan dewa, sorry2 salah😂","Eh salah tim njir😂, yg improve itu navi bukan dewa, sorry2 salah😂",0,train
SEHAT2 YEH PARA KONGDOM 🤣🤣🤣🤣🤣🤣,SEHAT2 YEH PARA KONGDOM 🤣🤣🤣🤣🤣🤣,0,train
Kapan uy oura ke cn ini?,Kapan uy oura ke cn ini?,0,train
Ngakak bgt tq bg pascol😂😂,Ngakak bgt tq bg pascol😂😂,0,train
"gk ykin gw bg ken,RRQ juara meski gw KINDOM","gk ykin gw bg ken,RRQ juara meski gw KINDOM",0,train
Lucu banget 😂😂😂,Lucu banget 😂😂😂,1,train
Ada joel wkwkwk,Ada joel wkwkwk,0,train
"8:05 beda kelas 🔥
8:17 datang bapak nya 😂",[NUM]:[NUM] beda kelas 🔥 [NUM]:[NUM] datang bapak nya 😂,0,train
wkkk mending kagak usah ngarep kalau RRQ maen daripada kek Brandont Kent mumet akhirnya di PHP in kalah terus 🤣,wkkk mending kagak usah ngarep kalau RRQ maen daripada kek Brandont Kent mumet akhirnya di PHP in kalah terus 🤣,0,train
hah?stres,hah?stres,0,train
nikahin calon bini pake duit haram? Hidup lu seumur hidup haram g*bl*k,nikahin calon bini pake duit haram? Hidup lu seumur hidup haram g*bl*k,0,train
bang ikan cupang elh masih hidup kaga,bang ikan cupang elh masih hidup kaga,0,train
bocah bocah mdl. turunin aja udah.,bocah bocah mdl. turunin aja udah.,0,train
"Tobat bang, gak baik","Tobat bang, gak baik",0,train
besok ikut lagi ketua sambil live,besok ikut lagi ketua sambil live,0,train
Ni team sebenernya ada latihan GK sih heran anj kek GK ada perubahan banget gameplaynya maju² GK jelas hoki aja kemarin lawan evos berarti,Ni team sebenernya ada latihan GK sih heran anj kek GK ada perubahan banget gameplaynya maju2 GK jelas hoki aja kemarin lawan evos berarti,0,train
Woi,Woi,0,train
"Gmna gk tambah sepi viewnya, videonya aja patah²😂","Gmna gk tambah sepi viewnya, videonya aja patah2😂",0,train
Sabar masih panjang perjalanan.,Sabar masih panjang perjalanan.,0,train
Aga bujang 6 😂😂😂,Aga bujang [NUM] 😂😂😂,0,train
"TOP GLOBAL MIYA TAPI MAIN HOK  🤣🤣🤣 HINAAAAA KETUA... MUNAFIIIIIIIK🤣🤣🤣🤣
GAK ADA MIYA DI HOK KETUA 🤣🤣🤣",TOP GLOBAL MIYA TAPI MAIN HOK 🤣🤣🤣 HINAAAAA KETUA... MUNAFIIIIIIIK🤣🤣🤣🤣 GAK ADA MIYA DI HOK KETUA 🤣🤣🤣,0,train
EVOS otw m7 baru lawan navi belum juga playoff 😅😅😅😅,EVOS otw m7 baru lawan navi belum juga playoff 😅😅😅😅,0,train
Rezz area ga tuh 😂,Rezz area ga tuh 😂,0,train
"justru zunesh itu harus di push, sering-sering dimainin biar dia improve dan terbiasa sama panggung MPL. Albert aja waktu pertama kali di RRQ naik ke MPL aja dia nggak sejago pas prime dia di RRQ, banyak yang hujat malahan, trus dia improve dan jadi lah Albert sekarang. Semuanya perlu proses bro, nggak ada yang instan langsung jadi","justru zunesh itu harus di push, sering-sering dimainin biar dia improve dan terbiasa sama panggung MPL. Albert aja waktu pertama kali di RRQ naik ke MPL aja dia nggak sejago pas prime dia di RRQ, banyak yang hujat malahan, trus dia improve dan jadi lah Albert sekarang. Semuanya perlu proses bro, nggak ada yang instan langsung jadi",0,train
typo judulnya ketua,typo judulnya ketua,0,train
Itu dede gemesh bukan resty,Itu dede gemesh bukan resty,0,train
5:56 ngakak 🤣,[NUM]:[NUM] ngakak 🤣,0,train
"Knapah yah RRQ, klo lg ada player yg bagus pasti di di farwell gk di pertahanin ?","Knapah yah RRQ, klo lg ada player yg bagus pasti di di farwell gk di pertahanin ?",0,train
4:00 ngomongin siapa ketua 😂😂,[NUM]:[NUM] ngomongin siapa ketua 😂😂,0,train
Kok lu ngatur... orang dia yang main kocak wkwkwk 😂😅,Kok lu ngatur... orang dia yang main kocak wkwkwk 😂😅,0,train
Openingnya terlalu lama ngapain dilihatin endingnya Lol editor tek,Openingnya terlalu lama ngapain dilihatin endingnya Lol editor tek,0,train
pertama col,pertama col,0,train
Permisi🗿,Permisi🗿,0,train
"Logo moontan kan angin dan bulan, angin itu ibarat rasa suka dan ingin, klau bulan itu buruan ke pelaminan 😂","Logo moontan kan angin dan bulan, angin itu ibarat rasa suka dan ingin, klau bulan itu buruan ke pelaminan 😂",0,train
"PPQ TIM APA ITU?
Cuma bisa menang sama tim kecamatan 😂",PPQ TIM APA ITU? Cuma bisa menang sama tim kecamatan 😂,0,train
Lahh GK lanjut ikut demo bang,Lahh GK lanjut ikut demo bang,0,train
ini ekspresi bkent paling lesu selama dia nonton game rrq😢,ini ekspresi bkent paling lesu selama dia nonton game rrq😢,0,train
Selalu ada kejutan tiap main di ɪꜱᴛᴀɴᴀʙᴇᴛ17🌠,Selalu ada kejutan tiap main di ɪꜱᴛᴀɴᴀʙᴇᴛ17🌠,1,train
Sudah lah team ML indo bapuk smua klau dievent internasional udh brpa thun gelar Mseries chmpion gk dpt last cma evos Rrq sma onic brkli2 gagal...hayolah lupakan siapa trkuat dikandang jgan jdi jagoan kandang stop sling menghujat dukung mereka untuk hrumkan nma indo di event internasional💪💪💪,Sudah lah team ML indo bapuk smua klau dievent internasional udh brpa thun gelar Mseries chmpion gk dpt last cma evos Rrq sma onic brkli2 gagal...hayolah lupakan siapa trkuat dikandang jgan jdi jagoan kandang stop sling menghujat dukung mereka untuk hrumkan nma indo di event internasional💪💪💪,0,train
malu gua liatnyaa youtuber bgtu maenyaa bisanya maen miya doang,malu gua liatnyaa youtuber bgtu maenyaa bisanya maen miya doang,0,train
Alhamdulillah jagoan gue onic menang🥰🎉,Alhamdulillah jagoan gue onic menang🥰🎉,0,train
pascol sekarang ternak mutan ya 😂😂😂,pascol sekarang ternak mutan ya 😂😂😂,0,train
Apakah kamu melihat dora,Apakah kamu melihat dora,0,train
"Apaan si tolol lu cm ngikutin doang ama streamer yg ngomong gitu , lu aja g ngerti apa yg di omongin kocak","Apaan si tolol lu cm ngikutin doang ama streamer yg ngomong gitu , lu aja g ngerti apa yg di omongin kocak",0,train
Kebawa nafsu itu kent,Kebawa nafsu itu kent,0,train
Orang medan nih bos tak kenal takut 😂😂😂 gas air mata aja di anggap asap sate.,Orang medan nih bos tak kenal takut 😂😂😂 gas air mata aja di anggap asap sate.,0,train
"Lagu ini tuh bukan cuma enak di telinga,🏴‍☠️𝓟𝓡𝓞𝓑𝓔𝓣855🏴‍☠️tapi juga nyentuh sampai ke hati. Liriknya dalem banget, dan melodinya bener-bener bikin suasana hati berubah. Setiap denger lagu ini, kayak dibawa ke tempat yang penuh kenangan. Terima kasih udah bikin karya sebagus ini. Worth every second!💯","Lagu ini tuh bukan cuma enak di telinga,🏴☠PROBET855🏴☠tapi juga nyentuh sampai ke hati. Liriknya dalem banget, dan melodinya bener-bener bikin suasana hati berubah. Setiap denger lagu ini, kayak dibawa ke tempat yang penuh kenangan. Terima kasih udah bikin karya sebagus ini. Worth every second!💯",1,train
ADE SAHRONI KW COOL.,ADE SAHRONI KW COOL.,0,train
Nyimak aja,Nyimak aja,0,train
Tergantung yang main,Tergantung yang main,0,train
Kau diboncengi siapa pascol. LEMAH LAH KAU,Kau diboncengi siapa pascol. LEMAH LAH KAU,0,train
Saya ikut floww karna bang pascol ikut demo..,Saya ikut floww karna bang pascol ikut demo..,0,train
Mines jungler dan mm.....,Mines jungler dan mm.....,0,train
"Maaf nanya, leher ketua Pascol tuh lagi cuti atau nyamar jadi kabut?"" 🤭🕵‍♂","Maaf nanya, leher ketua Pascol tuh lagi cuti atau nyamar jadi kabut?"" 🤭🕵♂",0,train
komentarin bang ken ntar di react pak ap,komentarin bang ken ntar di react pak ap,0,train
respect keratua.  mau undang tamu dg teman2 yg punya kekurangan.. memanusiakan manusia,respect keratua. mau undang tamu dg teman2 yg punya kekurangan.. memanusiakan manusia,0,train
"Bang tolong bang mhon bantuannyakami blum makan di atm aisa 30rbu tlong biar bisa diambil minta sedekahnya BRI 
0080-01-228506-50-5 a.n almeira",Bang tolong bang mhon bantuannyakami blum makan di atm aisa 30rbu tlong biar bisa diambil minta sedekahnya BRI [NUM]-[NUM]-[NUM]-[NUM]-[NUM] a.n almeira,0,train
Ampun gak biza brenti tertwa,Ampun gak biza brenti tertwa,0,train
Pertimbangkan untuk menjelajahi 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕jika Anda menghargai desain yang inovatif.,Pertimbangkan untuk menjelajahi DORA77jika Anda menghargai desain yang inovatif.,1,train
Mending tukar semua player rrq ga sih?? Jujur sampah rrq deh🗿🗿,Mending tukar semua player rrq ga sih?? Jujur sampah rrq deh🗿🗿,0,train
"Ulty nya 1 vs 1 , bkn 1 vs 5 , ulty nya soalnya khusus 1 vs 1","Ulty nya [NUM] vs [NUM] , bkn [NUM] vs [NUM] , ulty nya soalnya khusus [NUM] vs [NUM]",0,train
Hallo keratua,Hallo keratua,0,train
Itu gua bang mage nya kadita wkwkwk,Itu gua bang mage nya kadita wkwkwk,0,train
"Itu udah breafing dan sudah ada perjanjian, namanya jg kerja..  
Kalau berani masuk live pascol sudah harus siapp di kerjain Viewers pascol, kan jail2 dan butuh hiburan dgn penyiksaan 🤣🤣🤣🤣","Itu udah breafing dan sudah ada perjanjian, namanya jg kerja.. Kalau berani masuk live pascol sudah harus siapp di kerjain Viewers pascol, kan jail2 dan butuh hiburan dgn penyiksaan 🤣🤣🤣🤣",0,train
20:56😝👆,[NUM]:[NUM]😝👆,0,train
Udahlah gk ada harapan lgi tim ini di season sekarang,Udahlah gk ada harapan lgi tim ini di season sekarang,0,train
toy agak agak ya,toy agak agak ya,0,train
the next oura kah,the next oura kah,0,train
roam nya tholol bget,roam nya tholol bget,0,train
BACOTTT,BACOTTT,0,train
Ho,Ho,0,train
wkwkwk seru liat bkent marah marah🤣,wkwkwk seru liat bkent marah marah🤣,0,train
Mntap !!💙P R O B E T  8 5 5💙,Mntap !!💙P R O B E T [NUM] [NUM] [NUM]💙,1,train
"Suaranya merdu banget, adem di💖𝐃𝙊𝙍𝐀𝟳𝟳💖 tengah malam.","Suaranya merdu banget, adem di💖DORA77💖 tengah malam.",1,train
👼👼👼,👼👼👼,0,train
"RRQ tanpa skylar = BUTIRAN DEBU
MAKan tu si paling cemistri",RRQ tanpa skylar = BUTIRAN DEBU MAKan tu si paling cemistri,0,train
Aman beli PC baru lagi ketua🤣,Aman beli PC baru lagi ketua🤣,0,train
para LC ketawa nya makin renyah. 🤣,para LC ketawa nya makin renyah. 🤣,0,train
"Kata2 yang keluar dari mulut orang ini 
1. Res area (Rezz)
2. Sex toy (toy)
3. Idiot (idok)",Kata2 yang keluar dari mulut orang ini [NUM]. Res area (Rezz) [NUM]. Sex toy (toy) [NUM]. Idiot (idok),0,train
terlalu pede yagesyaaa,terlalu pede yagesyaaa,0,train
Joel pindah dari ANTB?? 😂😂😂😂 kesian joko sama abang am nanti,Joel pindah dari ANTB?? 😂😂😂😂 kesian joko sama abang am nanti,0,train
Ngakak banget si tomat,Ngakak banget si tomat,0,train
"INSYA ALLAH  liat video memasak, 🤎𝐏𝐑𝐎𝐁𝐄𝐓 𝟖𝟓𝟓🤎 menyiapkan segala video apapun itu !!","INSYA ALLAH liat video memasak, 🤎PROBET [NUM]🤎 menyiapkan segala video apapun itu !!",1,train
Msa ah,Msa ah,0,train
emang terbaik si abang ini tancap 𝐓𝐈𝐌𝐎𝟒𝐃,emang terbaik si abang ini tancap TIMO4D,1,train
"LOKAL LOKAL LOKAL😂
 TEAM RRQ MENDING GAUSAH IKUT TURNAMENT INTER LAGI WKWKWKW",LOKAL LOKAL LOKAL😂 TEAM RRQ MENDING GAUSAH IKUT TURNAMENT INTER LAGI WKWKWKW,0,train
tuyul aja berambut ketua😭😭😭,tuyul aja berambut ketua😭😭😭,0,train
Ayang encol,Ayang encol,0,train
Terpopuler Ｇ ＡＲ ＵＤ Ａ Ｈ ０ Ｋ ｌ Kemerdekaan Berbagi Kemenangan,Terpopuler G AR UD A H [NUM] K l Kemerdekaan Berbagi Kemenangan,1,train
"Ini bang Brandon, ga ada reaction video lucu lagi ya","Ini bang Brandon, ga ada reaction video lucu lagi ya",0,train
Minit 3.03 idok bener2 menjiwai sakura,Minit [NUM].[NUM] idok bener2 menjiwai sakura,0,train
16:50 😂 Benci WON sendiri pakai 😂 CEK LEHER BANG😂,[NUM]:[NUM] 😂 Benci WON sendiri pakai 😂 CEK LEHER BANG😂,0,train
foto apa,foto apa,0,train
ketua pandai main tak woii🤣🤣,ketua pandai main tak woii🤣🤣,0,train
Sepertii sukroo,Sepertii sukroo,0,train
0 skil,[NUM] skil,0,train
🤣🤣🤣,🤣🤣🤣,0,train
"Pulau777, hiburan digital terbaik 💎","Pulau777, hiburan digital terbaik 💎",1,train
💥ＪＡＲＵＭ７７💥main 3 menit langsung cair,💥JARUM77💥main [NUM] menit langsung cair,1,train
Bang pascol rumah aku deket rumah mu,Bang pascol rumah aku deket rumah mu,0,train
Pertama bujang enam,Pertama bujang enam,0,train
Ada yang bisa kalahin engagement-nya ⭐SGI ퟴퟴ⭐️? GAK ADA,Ada yang bisa kalahin engagement-nya ⭐SGI ퟴퟴ⭐? GAK ADA,1,train
Halo bang Pascol Salam Dari Malaysia. Semoga bang Pascol sehat selalu ya. Bang joki saya di ML. Gw ingin naik ke legend. Nanti gw mau ID abang ya. Terima kasih bang Pascol😊🇲🇾,Halo bang Pascol Salam Dari Malaysia. Semoga bang Pascol sehat selalu ya. Bang joki saya di ML. Gw ingin naik ke legend. Nanti gw mau ID abang ya. Terima kasih bang Pascol😊🇲🇾,0,train
jawa=hama,jawa=hama,0,train
Bank Ken ngapo sekayler pindah,Bank Ken ngapo sekayler pindah,0,train
Rinz itu kayak bocil yang nain ml,Rinz itu kayak bocil yang nain ml,0,train
"Sumpah season yg sekarang solo rank GX ngerti gw dpt tim nya GX ngotak co, menang sekali kalah 3/4x😂😂","Sumpah season yg sekarang solo rank GX ngerti gw dpt tim nya GX ngotak co, menang sekali kalah [NUM]/4x😂😂",0,train
Gas terus,Gas terus,0,train
ea,ea,0,train
🎱𝓟𝓡𝓞𝓑𝓔𝓣855🎱Terbaik dahh!💯,🎱PROBET855🎱Terbaik dahh!💯,1,train
"Dari seleb sampe jadi Pinicius, ngakak pol 🤣","Dari seleb sampe jadi Pinicius, ngakak pol 🤣",0,train
​@BRAVEND-911 zhunes main nya kayak rank asal tabrak,[MENTION]-[NUM] zhunes main nya kayak rank asal tabrak,0,train
MAMAMU NGELONTE ANK HARAM,MAMAMU NGELONTE ANK HARAM,0,train
Gpp kent aman rrq down di awal ntr psti winner,Gpp kent aman rrq down di awal ntr psti winner,0,train
malu2in di acak2 sama team gak jago😂,malu2in di acak2 sama team gak jago😂,0,train
"Di belakang mobil travel, ada stiker besar bertuliskan ＰＵＬＡＵＷＩＮ.","Di belakang mobil travel, ada stiker besar bertuliskan PULAUWIN.",1,train
Super mantap💙P R O B E T  8 5 5💙Gampang nagih !!,Super mantap💙P R O B E T [NUM] [NUM] [NUM]💙Gampang nagih !!,1,train
Ketua ikut demo,Ketua ikut demo,0,train
Ketua Spil LC nya main ap,Ketua Spil LC nya main ap,0,train
Wedew panutan konten 😊,Wedew panutan konten 😊,0,train
Akhi video bendera PKI kah,Akhi video bendera PKI kah,0,train
Contoh dark sistem,Contoh dark sistem,0,train
Mantap bang,Mantap bang,0,train
"Duh, kenangan lama muncul lagi 😭","Duh, kenangan lama muncul lagi 😭",0,train
"Pak pulung: RRQ di pulangkan oleh tim yang mereka pilih sendiri
Itu adalah kata kata ter epic buat tim dan fans nya yang sama sama bacot doang udah gak kaget dr dulu RRQ ngegas di awal doang ujung ujungnya NT NT NT badut tetaplah badut",Pak pulung: RRQ di pulangkan oleh tim yang mereka pilih sendiri Itu adalah kata kata ter epic buat tim dan fans nya yang sama sama bacot doang udah gak kaget dr dulu RRQ ngegas di awal doang ujung ujungnya NT NT NT badut tetaplah badut,0,train
1:58  in gm,[NUM]:[NUM] in gm,0,train
Login. ONIC aja Ken biar gak setres,Login. ONIC aja Ken biar gak setres,0,train
"Tolong jangan ungkit masa lalu, jiwaku belum siap, bestie 😭","Tolong jangan ungkit masa lalu, jiwaku belum siap, bestie 😭",0,train
Pelatih bodo pic lunok kaya main rnk bocah ajh hu parah,Pelatih bodo pic lunok kaya main rnk bocah ajh hu parah,0,train
pagi suami orang 😍😍😍,pagi suami orang 😍😍😍,0,train
"Berkah rezeki hari ini berkat,🌍ℙℝ𝕆𝔹𝔼𝕋855🌍puji syukur!","Berkah rezeki hari ini berkat,🌍PROBET855🌍puji syukur!",1,train
Senang banget dapat rezeki tak terduga dari 𝐃⁠​𝐎‍𝐑⁠⁠𝐀⁠‍𝟕‍⁠𝟕!,Senang banget dapat rezeki tak terduga dari DORA77!,1,train
"hama
bocah hama ni",hama bocah hama ni,0,train
Gue tunggu versi slowmo-nya di 𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17❤️,Gue tunggu versi slowmo-nya di ISTANABET17❤,1,train
"singkat, padat, lokal 😂","singkat, padat, lokal 😂",0,train
lance lawakk,lance lawakk,0,train
tai,tai,0,train
Habis jumat ga sih,Habis jumat ga sih,0,train
DongO,DongO,0,train
Tumben gk ada intro yg ane ane,Tumben gk ada intro yg ane ane,0,train
"Udah besar dia bang ,jadi ga perlu penonton","Udah besar dia bang ,jadi ga perlu penonton",0,train
Channel ini selalu kasih yang terbaik di💖𝐃𝙊𝙍𝐀𝟳𝟳💖 tengah persaingan YouTube.,Channel ini selalu kasih yang terbaik di💖DORA77💖 tengah persaingan YouTube.,1,train
"Masih mau main raja""an ga gaess,?? 🤣🤣","Masih mau main raja""an ga gaess,?? 🤣🤣",0,train
lapor ketua kami akan pindah ke tim sebelah,lapor ketua kami akan pindah ke tim sebelah,0,train
Bang gak ikut demo lagi hahaha😂😂,Bang gak ikut demo lagi hahaha😂😂,0,train
ga prnh nonton ken lgi sekali a nonton tambah toxic 😂😅,ga prnh nonton ken lgi sekali a nonton tambah toxic 😂😅,0,train
😍😍👍,😍😍👍,0,train
Minsitthar : Om Firmansyah🗿🗿🗿,Minsitthar : Om Firmansyah🗿🗿🗿,0,train
Macam tim tai? Emang Tim tai 😂😂😂😂😂😂😂,Macam tim tai? Emang Tim tai 😂😂😂😂😂😂😂,0,train
"Salut sama kualitasnya! 🔥𝐀𝐋𝐄𝐗𝐈𝐒 𝟏𝟕🔥, video ini bener-bener informatif dan seru. Pasti bakal jadi favorit banyak orang!","Salut sama kualitasnya! 🔥ALEXIS [NUM]🔥, video ini bener-bener informatif dan seru. Pasti bakal jadi favorit banyak orang!",1,train
Ya ikut senang juga sama kemenangan onic tp agak kecewa juga sama skylar padahal yg membuat namanya besar di rrq tp dia sampe membuat segitunya sama rrq padahal rrq masih menerimanya tp malah membuat keputusan seperti itu kaya kacang lupa kulitnya,Ya ikut senang juga sama kemenangan onic tp agak kecewa juga sama skylar padahal yg membuat namanya besar di rrq tp dia sampe membuat segitunya sama rrq padahal rrq masih menerimanya tp malah membuat keputusan seperti itu kaya kacang lupa kulitnya,0,train
wrnya dibawah kkm🤣,wrnya dibawah kkm🤣,0,train
Kliatan kuat karna lawan ny lemah..😂😂,Kliatan kuat karna lawan ny lemah..😂😂,0,train
"​@OkiSetiawan-z3kdua dua nya sama aja,emang ampas,diliat dari jungler tim² lain dua jungler rrq emang kocak² entah apa yang merasuki pak AP,buat ambil zunesh dan sutsujin main nya bener² angin anginan","[MENTION]-z3kdua dua nya sama aja,emang ampas,diliat dari jungler tim2 lain dua jungler rrq emang kocak2 entah apa yang merasuki pak AP,buat ambil zunesh dan sutsujin main nya bener2 angin anginan",0,train
Ko ada orang yg dukung tim bapuk ini ya,Ko ada orang yg dukung tim bapuk ini ya,0,train
"Kasih keras ketua, pecah lagi layar nya wkwk","Kasih keras ketua, pecah lagi layar nya wkwk",0,train
LC paling ekpresif,LC paling ekpresif,0,train
kami udh pusing panglima,kami udh pusing panglima,0,train
3:24 sangat ramah ygy😂😂😂,[NUM]:[NUM] sangat ramah ygy😂😂😂,0,train
